#1 observer-frame phase [day]
#2 HSC g mag (AB)
#3 HSC r mag (AB)
#4 HSC i mag (AB)
#5 HSC z mag (AB)
#6 HSC y mag (AB)
-200.000  5.4240  5.4240  5.4240  5.4240  5.4240
-35.000  5.4240  5.4240  5.4240  5.4240  5.4240
-33.250 11.2310  7.9320  7.6510  7.8080  7.8000
-31.500  6.5340  5.3770  5.2150  5.3740  5.3110
-29.750  5.3860  4.2480  4.0880  4.2480  4.1840
-28.000  4.6410  3.5090  3.3520  3.5120  3.4470
-26.250  4.0890  2.9600  2.8020  2.9620  2.8970
-24.500  3.6440  2.5140  2.3590  2.4870  2.4720
-22.750  3.2830  2.1530  1.9800  2.1230  2.1140
-21.000  2.9740  1.8430  1.6620  1.8120  1.8040
-19.250  2.7100  1.5740  1.3840  1.5390  1.5330
-17.500  2.4850  1.3400  1.1370  1.2960  1.2940
-15.750  2.2770  1.1250  0.9050  1.0760  1.0840
-14.000  2.1320  0.9350  0.6930  0.8890  0.8950
-12.250  2.0540  0.7750  0.5100  0.7360  0.7280
-10.500  1.9220  0.6480  0.3510  0.5950  0.5920
 -8.750  1.7600  0.5550  0.2180  0.4720  0.4840
 -7.000  1.6990  0.4980  0.1270  0.3830  0.3870
 -5.250  1.7420  0.4680  0.0720  0.3260  0.3030
 -3.500  1.8330  0.4640  0.0340  0.2810  0.2430
 -1.750  1.9760  0.4840  0.0100  0.2470  0.2020
  0.000  2.0690  0.5160  0.0000  0.2240  0.1760
  1.750  2.0960  0.5570  0.0020  0.2090  0.1650
  3.500  2.1890  0.6110  0.0180  0.2070  0.1610
  5.250  2.3830  0.6760  0.0480  0.2140  0.1650
  7.000  2.5600  0.7480  0.0870  0.2330  0.1790
  8.750  2.7230  0.8270  0.1360  0.2590  0.2020
 10.500  2.8580  0.9120  0.1940  0.2920  0.2330
 12.250  2.9710  1.0040  0.2640  0.3330  0.2720
 14.000  3.0760  1.1020  0.3410  0.3800  0.3140
 15.750  3.1560  1.2050  0.4230  0.4350  0.3620
 17.500  3.2790  1.3150  0.5170  0.4970  0.4150
 19.250  3.4580  1.4310  0.6260  0.5660  0.4720
 21.000  3.6430  1.5610  0.7310  0.6340  0.5330
 22.750  3.8350  1.7060  0.8310  0.6960  0.5980
 24.500  4.0550  1.8590  0.9310  0.7590  0.6670
 26.250  4.2560  2.0070  1.0360  0.8390  0.7160
 28.000  4.4600  2.1550  1.1460  0.9270  0.7520
 29.750  4.6600  2.3040  1.2580  1.0120  0.7910
 31.500  4.8260  2.4560  1.3720  1.0880  0.8350
 33.250  4.9950  2.6090  1.4870  1.1640  0.8750
 35.000  5.1430  2.7560  1.6020  1.2480  0.9050
 36.750  5.2540  2.8970  1.7170  1.3390  0.9200
 38.500  5.3470  3.0290  1.8280  1.4320  0.9350
 40.250  5.4280  3.1540  1.9370  1.5240  0.9510
 42.000  5.5510  3.2770  2.0330  1.5920  0.9880
 43.750  5.6620  3.3890  2.1240  1.6620  1.0240
 45.500  5.7630  3.4920  2.2060  1.7310  1.0620
 47.250  5.8160  3.5800  2.2820  1.8030  1.1050
 49.000  5.7910  3.6500  2.3540  1.8780  1.1570
 50.750  5.7600  3.7140  2.4200  1.9510  1.2120
 52.500  5.7230  3.7720  2.4800  2.0250  1.2690
 54.250  5.6930  3.8250  2.5340  2.0940  1.3280
 56.000  5.7150  3.8800  2.5880  2.1500  1.3990
 57.750  5.7300  3.9300  2.6400  2.2050  1.4680
 59.500  5.7350  3.9740  2.6940  2.2580  1.5330
 61.250  5.7330  4.0130  2.7470  2.3100  1.5970
 63.000  5.7680  4.0390  2.8000  2.3810  1.6460
 64.750  5.8170  4.0600  2.8530  2.4580  1.6900
 66.500  5.8630  4.0760  2.9030  2.5340  1.7310
 68.250  5.9080  4.0910  2.9520  2.6070  1.7690
 70.000  5.9440  4.1110  2.9950  2.6570  1.8130
 71.750  5.9810  4.1350  3.0320  2.6940  1.8580
