#1 observer-frame phase [day]
#2 HSC g mag (AB)
#3 HSC r mag (AB)
#4 HSC i mag (AB)
#5 HSC z mag (AB)
#6 HSC y mag (AB)
-200.000  8.6700  8.6700  8.6700  8.6700  8.6700
-27.600  8.6700  8.6700  8.6700  8.6700  8.6700
-26.400  3.5540  3.7040  3.9220  3.9350  3.9000
-25.200  3.7350  3.4850  3.3160  3.4650  3.5840
-24.000  3.7030  3.0430  2.7820  2.9270  3.1190
-22.800  3.3790  2.4970  2.2640  2.4240  2.6770
-21.600  2.8390  1.9250  1.7650  1.9430  2.2180
-20.400  2.2630  1.5210  1.4030  1.5930  1.8780
-19.200  1.7920  1.1740  1.1440  1.2900  1.5600
-18.000  1.4670  0.9660  0.9420  1.1040  1.3220
-16.800  1.1900  0.7650  0.7590  0.9370  1.1160
-15.600  0.9890  0.6270  0.6130  0.8280  0.9810
-14.400  0.8460  0.4790  0.4760  0.6840  0.8340
-13.200  0.7210  0.3940  0.3820  0.5800  0.7230
-12.000  0.6400  0.3210  0.2990  0.4920  0.6300
-10.800  0.5720  0.2810  0.2250  0.3870  0.5950
 -9.600  0.5240  0.2470  0.1730  0.2950  0.5650
 -8.400  0.4970  0.2150  0.1140  0.2050  0.5360
 -7.200  0.4910  0.1970  0.0840  0.1690  0.4940
 -6.000  0.5190  0.1840  0.0480  0.1300  0.4520
 -4.800  0.5600  0.1730  0.0240  0.0930  0.4070
 -3.600  0.6220  0.1850  0.0130  0.0770  0.3860
 -2.400  0.6890  0.1920  0.0030  0.0630  0.3690
 -1.200  0.7950  0.1960  0.0060  0.0640  0.3630
  0.000  0.8940  0.1910  0.0000  0.0500  0.3390
  1.200  1.0090  0.2090  0.0060  0.0560  0.3370
  2.400  1.1130  0.2810  0.0310  0.0880  0.3680
  3.600  1.2250  0.3600  0.0690  0.1280  0.4020
  4.800  1.3500  0.4520  0.1120  0.1710  0.4420
  6.000  1.5170  0.5170  0.1630  0.2060  0.4770
  7.200  1.6910  0.5940  0.2260  0.2490  0.5200
  8.400  1.8720  0.6650  0.2990  0.2890  0.5540
  9.600  2.0100  0.7630  0.3790  0.3410  0.5910
 10.800  2.1050  0.8470  0.4500  0.3960  0.6350
 12.000  2.1890  0.9110  0.5220  0.4550  0.6900
 13.200  2.3140  0.9980  0.5900  0.5170  0.7460
 14.400  2.4350  1.1030  0.6440  0.6150  0.8510
 15.600  2.5380  1.2190  0.6980  0.7180  0.9570
 16.800  2.5750  1.3290  0.7480  0.8230  1.0660
 18.000  2.6430  1.3970  0.8080  0.8740  1.1080
 19.200  2.6840  1.4550  0.8580  0.9100  1.1370
 20.400  2.7120  1.5570  0.8960  0.9670  1.1940
 21.600  2.7380  1.6390  0.9460  1.0320  1.2620
 22.800  2.7930  1.7320  1.0060  1.1090  1.3430
 24.000  2.8480  1.8450  1.0820  1.1820  1.4090
 25.200  2.8960  1.9490  1.1600  1.2550  1.4750
 26.400  2.9440  2.0150  1.2430  1.3270  1.5410
 27.600  2.9990  2.0560  1.3300  1.3990  1.6100
 28.800  3.0460  2.0950  1.4180  1.4690  1.6770
 30.000  3.0910  2.1340  1.5050  1.5370  1.7410
 31.200  3.1300  2.1740  1.5930  1.6030  1.8020
 32.400  3.1680  2.2180  1.6590  1.6600  1.8570
 33.600  3.2040  2.2670  1.7040  1.7090  1.9060
 34.800  3.2290  2.3140  1.7430  1.7530  1.9530
 36.000  3.2550  2.3570  1.7780  1.7930  1.9930
 37.200  3.2850  2.3970  1.8160  1.8290  2.0270
 38.400  3.3070  2.4340  1.8530  1.8640  2.0600
 39.600  3.3280  2.4690  1.8910  1.8980  2.0920
 40.800  3.3480  2.5050  1.9280  1.9340  2.1270
 42.000  3.3670  2.5410  1.9650  1.9700  2.1620
 43.200  3.3890  2.5760  2.0050  2.0090  2.2010
 44.400  3.4110  2.6060  2.0440  2.0470  2.2390
 45.600  3.4300  2.6280  2.0800  2.0800  2.2740
 46.800  3.4610  2.6450  2.1180  2.1190  2.3140
 48.000  3.4910  2.6600  2.1560  2.1560  2.3540
 49.200  3.5200  2.6750  2.1940  2.1930  2.3930
 50.400  3.5500  2.6890  2.2310  2.2280  2.4310
 51.600  3.5820  2.7050  2.2680  2.2620  2.4660
 52.800  3.6120  2.7220  2.2990  2.2920  2.4980
 54.000  3.6430  2.7400  2.3250  2.3210  2.5300
 55.200  3.6720  2.7600  2.3490  2.3490  2.5610
 56.400  3.6990  2.7800  2.3710  2.3770  2.5920
 57.600  3.7230  2.7980  2.3930  2.4050  2.6240
 58.800  3.7470  2.8180  2.4160  2.4330  2.6550
 60.000  3.7700  2.8360  2.4380  2.4610  2.6860
 61.200  3.7930  2.8550  2.4600  2.4870  2.7160
 62.400  3.8180  2.8750  2.4830  2.5140  2.7450
 63.600  3.8430  2.8940  2.5060  2.5370  2.7690
 64.800  3.8700  2.9140  2.5270  2.5580  2.7890
 66.000  3.8970  2.9330  2.5450  2.5740  2.8050
 67.200  3.9250  2.9520  2.5600  2.5890  2.8190
 68.400  3.9530  2.9710  2.5730  2.6040  2.8340
 69.600  3.9830  2.9910  2.5860  2.6190  2.8490
 70.800  4.0130  3.0100  2.5980  2.6330  2.8640
 72.000  4.0450  3.0300  2.6110  2.6500  2.8820
 73.200  4.0770  3.0500  2.6240  2.6670  2.9010
 74.400  4.1090  3.0700  2.6360  2.6830  2.9190
249.823  8.6700  5.9645  4.4779  4.9927  5.4042
413.794  8.6700  8.6700  6.1996  7.1517  7.7271
480.353  8.6700  8.6700  6.8985  8.0280  8.6700
529.109  8.6700  8.6700  7.4104  8.6700  8.6700
649.067  8.6700  8.6700  8.6700  8.6700  8.6700
