#1 observer-frame phase [day]
#2 HSC g mag (AB)
#3 HSC r mag (AB)
#4 HSC i mag (AB)
#5 HSC z mag (AB)
#6 HSC y mag (AB)
-200.000  8.0250  8.0250  8.0250  8.0250  8.0250
-13.750  8.0250  8.0250  8.0250  8.0250  8.0250
-12.500  5.6180  5.9450  6.2700  6.5120  6.6700
 -6.250  1.2330  1.0440  0.9960  1.2450  1.3240
  0.000  0.5710  0.0700  0.0000  0.2250  0.2520
  6.250  0.9380  0.3440  0.1970  0.3600  0.3700
 12.500  1.2500  0.4500  0.2690  0.3980  0.4160
 31.250  2.0750  0.9570  0.6660  0.7600  0.7370
 62.500  2.7010  1.3080  0.8790  0.9280  0.8770
 93.750  3.4920  1.6110  0.8550  0.7220  0.6240
125.000  4.6020  2.7210  1.9650  1.8320  1.7340
156.250  5.7220  3.8410  3.0850  2.9520  2.8540
500.000  8.2220  6.3410  5.5850  5.4520  5.3540
500.000  8.2220  6.3410  5.5850  5.4520  5.3540
731.550  8.0250  8.0250  7.2690  7.1360  7.0380
835.500  8.0250  8.0250  8.0250  7.8920  7.7940
853.788  8.0250  8.0250  8.0250  8.0250  7.9270
867.262  8.0250  8.0250  8.0250  8.0250  8.0250
